DBN,School Name,Grade Level,Program Type,Number of Students,Number of Classes,Average Class Size,Minimum Class Size,Maximum Class Size,Department,Subject,School Pupil-Teacher Ratio
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY- THE,HS Core,ICT,50,2,25.0,20.0,30.0,Social Studies,HS Government & Econ,10.1
08X530,BANANA KELLY HIGH SCHOOL,HS Core,Gen Ed,16,1,16.0,16.0,16.0,English,HS English 10,7.2
08X530,BANANA KELLY HIGH SCHOOL,HS Core,Gen Ed,18,1,18.0,18.0,18.0,English,HS English 11,7.2
08X530,BANANA KELLY HIGH SCHOOL,HS Core,Gen Ed,15,1,15.0,15.0,15.0,English,HS English 12,7.2
08X530,BANANA KELLY HIGH SCHOOL,HS Core,Gen Ed,7,1,7.0,7.0,7.0,English,HS English Other,7.2
08X530,BANANA KELLY HIGH SCHOOL,HS Core,Gen Ed,16,1,16.0,16.0,16.0,Math,HS Algebra I,7.2
08X530,BANANA KELLY HIGH SCHOOL,HS Core,Gen Ed,25,1,25.0,25.0,25.0,Math,HS Algebra II,7.2
08X530,BANANA KELLY HIGH SCHOOL,HS Core,Gen Ed,21,1,21.0,21.0,21.0,Math,HS Geometry,7.2
08X530,BANANA KELLY HIGH SCHOOL,HS Core,Gen Ed,36,2,18.0,13.0,23.0,Math,HS Math Other,7.2
08X530,BANANA KELLY HIGH SCHOOL,HS Core,Gen Ed,11,1,11.0,11.0,11.0,Math,HS Statistics,7.2
08X530,BANANA KELLY HIGH SCHOOL,HS Core,Gen Ed,41,2,20.5,19.0,22.0,Science,HS Earth Science,7.2
08X530,BANANA KELLY HIGH SCHOOL,HS Core,Gen Ed,16,1,16.0,16.0,16.0,Social Studies,HS Global History,7.2
08X530,BANANA KELLY HIGH SCHOOL,HS Core,Gen Ed,13,1,13.0,13.0,13.0,Social Studies,HS Government & Econ,7.2
08X530,BANANA KELLY HIGH SCHOOL,HS Core,Gen Ed,52,2,26.0,17.0,35.0,Social Studies,HS Social Studies Other,7.2
08X530,BANANA KELLY HIGH SCHOOL,HS Core,Gen Ed,21,1,21.0,21.0,21.0,Social Studies,HS US History,7.2
08X530,BANANA KELLY HIGH SCHOOL,HS Core,ICT,23,1,23.0,23.0,23.0,English,HS English 09,7.2
08X530,BANANA KELLY HIGH SCHOOL,HS Core,ICT,18,1,18.0,18.0,18.0,English,HS English 10,7.2
08X530,BANANA KELLY HIGH SCHOOL,HS Core,ICT,33,1,33.0,33.0,33.0,English,HS English 11,7.2
08X530,BANANA KELLY HIGH SCHOOL,HS Core,ICT,24,1,24.0,24.0,24.0,English,HS English 12,7.2
08X530,BANANA KELLY HIGH SCHOOL,HS Core,ICT,19,1,19.0,19.0,19.0,Math,HS Algebra I,7.2
08X530,BANANA KELLY HIGH SCHOOL,HS Core,ICT,24,1,24.0,24.0,24.0,Math,HS Geometry,7.2
08X530,BANANA KELLY HIGH SCHOOL,HS Core,ICT,55,2,27.5,26.0,29.0,Science,HS Earth Science,7.2
08X530,BANANA KELLY HIGH SCHOOL,HS Core,ICT,38,2,19.0,16.0,22.0,Science,HS Living Environment,7.2
08X530,BANANA KELLY HIGH SCHOOL,HS Core,ICT,41,2,20.5,18.0,23.0,Social Studies,HS Global History,7.2
08X530,BANANA KELLY HIGH SCHOOL,HS Core,ICT,25,1,25.0,25.0,25.0,Social Studies,HS Government & Econ,7.2
08X530,BANANA KELLY HIGH SCHOOL,HS Core,ICT,27,1,27.0,27.0,27.0,Social Studies,HS US History,7.2
08X530,BANANA KELLY HIGH SCHOOL,HS Core,SC,4,1,4.0,4.0,4.0,English,HS English 09,7.2
08X530,BANANA KELLY HIGH SCHOOL,HS Core,SC,6,1,6.0,6.0,6.0,English,HS English 10,7.2
08X530,BANANA KELLY HIGH SCHOOL,HS Core,SC,36,3,12.0,4.0,23.0,Math,HS Algebra I,7.2
08X530,BANANA KELLY HIGH SCHOOL,HS Core,SC,12,1,12.0,12.0,12.0,Science,HS Living Environment,7.2
08X530,BANANA KELLY HIGH SCHOOL,HS Core,SC,12,2,6.0,4.0,8.0,Social Studies,HS Global History,7.2
08X537,BRONX ARENA HIGH SCHOOL,HS Core,Gen Ed,11,1,11.0,11.0,11.0,English,HS English 10,12.8
08X537,BRONX ARENA HIGH SCHOOL,HS Core,Gen Ed,34,2,17.0,14.0,20.0,English,HS English 11,12.8
08X537,BRONX ARENA HIGH SCHOOL,HS Core,Gen Ed,27,2,13.5,9.0,18.0,English,HS English 12,12.8
08X537,BRONX ARENA HIGH SCHOOL,HS Core,Gen Ed,27,2,13.5,7.0,20.0,Math,HS Algebra I,12.8
08X537,BRONX ARENA HIGH SCHOOL,HS Core,Gen Ed,12,1,12.0,12.0,12.0,Math,HS Geometry,12.8
08X537,BRONX ARENA HIGH SCHOOL,HS Core,Gen Ed,8,1,8.0,8.0,8.0,Social Studies,HS Global History,12.8
08X537,BRONX ARENA HIGH SCHOOL,HS Core,Gen Ed,31,2,15.5,14.0,17.0,Social Studies,HS US History,12.8
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,Gen Ed,30,1,30.0,30.0,30.0,English,HS English 09,13.4
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,Gen Ed,72,3,24.0,18.0,34.0,English,HS English 10,13.4
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,Gen Ed,87,3,29.0,27.0,30.0,English,HS English 11,13.4
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,Gen Ed,24,1,24.0,24.0,24.0,English,HS English 12,13.4
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,Gen Ed,271,10,27.1,12.0,32.0,English,HS English Other,13.4
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,Gen Ed,145,6,24.2,14.0,33.0,Math,HS Algebra I,13.4
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,Gen Ed,149,5,29.8,20.0,34.0,Math,HS Algebra II,13.4
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,Gen Ed,27,1,27.0,27.0,27.0,Math,HS Geometry,13.4
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,Gen Ed,226,10,22.6,10.0,33.0,Math,HS Math Other,13.4
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,Gen Ed,89,3,29.7,29.0,30.0,Math,HS Technology,13.4
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,Gen Ed,93,4,23.3,21.0,29.0,Science,HS Chemistry,13.4
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,Gen Ed,63,3,21.0,17.0,24.0,Science,HS Earth Science,13.4
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,Gen Ed,32,2,16.0,13.0,19.0,Science,HS Living Environment,13.4
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,Gen Ed,58,3,19.3,15.0,24.0,Science,HS Other Life Science,13.4
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,Gen Ed,105,5,21.0,8.0,29.0,Science,HS Other Science,13.4
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,Gen Ed,26,1,26.0,26.0,26.0,Science,HS Physics,13.4
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,Gen Ed,82,4,20.5,8.0,29.0,Social Studies,HS Global History,13.4
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,Gen Ed,63,2,31.5,28.0,35.0,Social Studies,HS Government & Econ,13.4
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,Gen Ed,59,2,29.5,29.0,30.0,Social Studies,HS US History,13.4
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,ICT,125,4,31.3,30.0,32.0,English,HS English 09,13.4
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,ICT,66,2,33.0,33.0,33.0,English,HS English 10,13.4
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,ICT,64,2,32.0,31.0,33.0,English,HS English 11,13.4
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,ICT,55,2,27.5,25.0,30.0,English,HS English 12,13.4
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,ICT,52,2,26.0,19.0,33.0,Math,HS Algebra I,13.4
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,ICT,96,3,32.0,30.0,33.0,Math,HS Geometry,13.4
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,ICT,73,3,24.3,19.0,27.0,Science,HS Earth Science,13.4
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,ICT,99,4,24.8,20.0,32.0,Science,HS Living Environment,13.4
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,ICT,32,1,32.0,32.0,32.0,Science,HS Other Life Science,13.4
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,ICT,225,7,32.1,28.0,35.0,Social Studies,HS Global History,13.4
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,ICT,70,3,23.3,19.0,30.0,Social Studies,HS Government & Econ,13.4
08X558,WESTCHESTER SQUARE ACADEMY,HS Core,ICT,95,3,31.7,29.0,35.0,Social Studies,HS US History,13.4
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,Gen Ed,18,1,18.0,18.0,18.0,English,HS English 09,11.4
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,Gen Ed,54,2,27.0,23.0,31.0,English,HS English 11,11.4
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,Gen Ed,28,1,28.0,28.0,28.0,English,HS English 12,11.4
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,Gen Ed,146,9,16.2,7.0,27.0,English,HS English Other,11.4
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,Gen Ed,29,1,29.0,29.0,29.0,Math,HS Algebra II,11.4
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,Gen Ed,51,2,25.5,23.0,28.0,Math,HS Geometry,11.4
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,Gen Ed,65,3,21.7,18.0,27.0,Math,HS Math Other,11.4
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,Gen Ed,22,1,22.0,22.0,22.0,Science,HS Other Life Science,11.4
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,Gen Ed,60,2,30.0,28.0,32.0,Science,HS Other Science,11.4
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,Gen Ed,140,5,28.0,24.0,31.0,Social Studies,HS Government & Econ,11.4
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,Gen Ed,64,3,21.3,17.0,26.0,Social Studies,HS Social Studies Other,11.4
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,Gen Ed,10,1,10.0,10.0,10.0,Social Studies,HS US History,11.4
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,ICT,53,2,26.5,21.0,32.0,English,HS English 09,11.4
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,ICT,93,3,31.0,29.0,33.0,English,HS English 10,11.4
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,ICT,27,1,27.0,27.0,27.0,English,HS English 11,11.4
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,ICT,29,1,29.0,29.0,29.0,English,HS English 12,11.4
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,ICT,93,3,31.0,30.0,32.0,Math,HS Algebra I,11.4
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,ICT,23,1,23.0,23.0,23.0,Math,HS Algebra II,11.4
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,ICT,21,1,21.0,21.0,21.0,Math,HS Geometry,11.4
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,ICT,47,2,23.5,20.0,27.0,Math,HS Math Other,11.4
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,ICT,93,3,31.0,29.0,34.0,Science,HS Living Environment,11.4
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,ICT,54,2,27.0,26.0,28.0,Science,HS Other Life Science,11.4
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,ICT,20,1,20.0,20.0,20.0,Science,HS Other Science,11.4
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,ICT,95,3,31.7,29.0,33.0,Social Studies,HS Global History,11.4
08X559,SCHOOL FOR TOURISM AND HOSPITALITY,HS Core,ICT,50,2,25.0,25.0,25.0,Social Studies,HS Government & Econ,11.4
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,Gen Ed,71,3,23.7,17.0,30.0,English,HS English 09,12.1
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,Gen Ed,56,2,28.0,27.0,29.0,English,HS English 10,12.1
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,Gen Ed,51,3,17.0,8.0,28.0,English,HS English 11,12.1
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,Gen Ed,57,3,19.0,13.0,23.0,English,HS English 12,12.1
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,Gen Ed,115,5,23.0,11.0,34.0,English,HS English Other,12.1
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,Gen Ed,134,5,26.8,23.0,31.0,Math,HS Algebra I,12.1
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,Gen Ed,81,5,16.2,11.0,21.0,Math,HS Geometry,12.1
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,Gen Ed,78,4,19.5,10.0,32.0,Math,HS Math Other,12.1
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,Gen Ed,52,2,26.0,26.0,26.0,Math,HS Technology,12.1
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,Gen Ed,38,2,19.0,14.0,24.0,Science,HS Chemistry,12.1
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,Gen Ed,76,3,25.3,16.0,32.0,Science,HS Earth Science,12.1
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,Gen Ed,131,6,21.8,16.0,27.0,Science,HS Living Environment,12.1
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,Gen Ed,70,3,23.3,14.0,32.0,Science,HS Other Science,12.1
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,Gen Ed,24,1,24.0,24.0,24.0,Science,HS Physics,12.1
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,Gen Ed,125,5,25.0,20.0,32.0,Social Studies,HS Global History,12.1
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,Gen Ed,67,2,33.5,33.0,34.0,Social Studies,HS Government & Econ,12.1
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,Gen Ed,21,1,21.0,21.0,21.0,Social Studies,HS Social Studies Other,12.1
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,Gen Ed,24,1,24.0,24.0,24.0,Social Studies,HS US History,12.1
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,ICT,31,1,31.0,31.0,31.0,English,HS English 09,12.1
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,ICT,74,3,24.7,17.0,29.0,English,HS English 10,12.1
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,ICT,69,3,23.0,12.0,34.0,English,HS English 11,12.1
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,ICT,60,2,30.0,27.0,33.0,Math,HS Algebra I,12.1
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,ICT,30,1,30.0,30.0,30.0,Math,HS Algebra II,12.1
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,ICT,30,1,30.0,30.0,30.0,Math,HS Technology,12.1
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,ICT,9,1,9.0,9.0,9.0,Science,HS Earth Science,12.1
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,ICT,117,4,29.3,26.0,32.0,Science,HS Living Environment,12.1
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,ICT,157,5,31.4,28.0,34.0,Social Studies,HS Global History,12.1
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,ICT,64,2,32.0,32.0,32.0,Social Studies,HS US History,12.1
08X562,BLUEPRINT MIDDLE SCHOOL,MS Core,Accelerated,110,4,27.5,23.0,30.0,Science,MS Science Other,13.3
08X562,BLUEPRINT MIDDLE SCHOOL,MS Core,Gen Ed,49,2,24.5,21.0,28.0,English,MS English Other,13.3
08X562,BLUEPRINT MIDDLE SCHOOL,MS Core,Gen Ed,252,11,22.9,8.0,31.0,Math,MS Math Core,13.3
08X562,BLUEPRINT MIDDLE SCHOOL,MS Core,Gen Ed,221,10,22.1,8.0,31.0,Science,MS Science Core,13.3
08X562,BLUEPRINT MIDDLE SCHOOL,MS Core,Gen Ed,52,2,26.0,22.0,30.0,Science,MS Science Other,13.3
08X562,BLUEPRINT MIDDLE SCHOOL,MS Core,ICT,79,3,26.3,23.0,29.0,Math,MS Math Core,13.3
09X004,P.S./M.S. 004 CROTONA PARK WEST,MS Core,Gen Ed,100,4,25.0,18.0,34.0,English,MS English Core,11.8
09X004,P.S./M.S. 004 CROTONA PARK WEST,MS Core,Gen Ed,100,3,33.3,26.0,40.0,Math,MS Math Core,11.8
09X004,P.S./M.S. 004 CROTONA PARK WEST,MS Core,Gen Ed,66,3,22.0,18.0,26.0,Science,MS Science Core,11.8
09X004,P.S./M.S. 004 CROTONA PARK WEST,MS Core,Gen Ed,121,5,24.2,18.0,34.0,Social Studies,MS Social Studies Core,11.8
09X004,P.S./M.S. 004 CROTONA PARK WEST,MS Core,ICT,47,2,23.5,47.0,47.0,English,MS English Core,11.8
09X004,P.S./M.S. 004 CROTONA PARK WEST,MS Core,ICT,47,2,23.5,21.0,26.0,Math,MS Math Core,11.8
09X004,P.S./M.S. 004 CROTONA PARK WEST,MS Core,ICT,81,3,27.0,21.0,34.0,Science,MS Science Core,11.8
09X004,P.S./M.S. 004 CROTONA PARK WEST,MS Core,ICT,26,1,26.0,26.0,26.0,Social Studies,MS Social Studies Core,11.8
09X004,P.S./M.S. 004 CROTONA PARK WEST,MS Core,SC,21,1,21.0,21.0,21.0,English,MS English Core,11.8
09X004,P.S./M.S. 004 CROTONA PARK WEST,MS Core,SC,21,1,21.0,21.0,21.0,Math,MS Math Core,11.8
09X004,P.S./M.S. 004 CROTONA PARK WEST,MS Core,SC,21,2,10.5,9.0,12.0,Science,MS Science Core,11.8
09X004,P.S./M.S. 004 CROTONA PARK WEST,MS Core,SC,21,2,10.5,9.0,12.0,Social Studies,MS Social Studies Core,11.8
09X022,J.H.S. 022 JORDAN L. MOTT,MS Core,Accelerated,17,1,17.0,17.0,17.0,Math,MS Integrated Algebra,8.3
09X022,J.H.S. 022 JORDAN L. MOTT,MS Core,Gen Ed,433,18,24.1,12.0,28.0,English,MS English Core,8.3
09X022,J.H.S. 022 JORDAN L. MOTT,MS Core,Gen Ed,228,9,25.3,23.0,28.0,Math,MS Math Core,8.3
09X022,J.H.S. 022 JORDAN L. MOTT,MS Core,Gen Ed,252,10,25.2,23.0,28.0,Science,MS Science Core,8.3
09X022,J.H.S. 022 JORDAN L. MOTT,MS Core,Gen Ed,228,8,28.5,23.0,53.0,Social Studies,MS Social Studies Core,8.3
09X022,J.H.S. 022 JORDAN L. MOTT,MS Core,ICT,201,8,25.1,22.0,28.0,English,MS English Core,8.3
09X022,J.H.S. 022 JORDAN L. MOTT,MS Core,ICT,148,6,24.7,22.0,28.0,Math,MS Math Core,8.3
09X022,J.H.S. 022 JORDAN L. MOTT,MS Core,ICT,102,4,25.5,23.0,28.0,Science,MS Science Core,8.3
09X022,J.H.S. 022 JORDAN L. MOTT,MS Core,ICT,148,6,24.7,22.0,28.0,Social Studies,MS Social Studies Core,8.3
09X022,J.H.S. 022 JORDAN L. MOTT,MS Core,SC,70,4,17.5,8.0,38.0,English,MS English Core,8.3
09X022,J.H.S. 022 JORDAN L. MOTT,MS Core,SC,32,3,10.7,8.0,12.0,Math,MS Math Core,8.3
09X022,J.H.S. 022 JORDAN L. MOTT,MS Core,SC,54,4,13.5,8.0,22.0,Science,MS Science Core,8.3
09X022,J.H.S. 022 JORDAN L. MOTT,MS Core,SC,32,3,10.7,8.0,12.0,Social Studies,MS Social Studies Core,8.3
09X117,I.S. 117 JOSEPH H. WADE,MS Core,Accelerated,31,1,31.0,31.0,31.0,Math,MS Integrated Algebra,10.9
09X117,I.S. 117 JOSEPH H. WADE,MS Core,Accelerated,33,1,33.0,33.0,33.0,Science,MS Science Other,10.9
09X117,I.S. 117 JOSEPH H. WADE,MS Core,Gen Ed,270,9,30.0,27.0,35.0,English,MS English Core,10.9
09X117,I.S. 117 JOSEPH H. WADE,MS Core,Gen Ed,623,28,22.3,8.0,32.0,English,MS English Other,10.9
09X117,I.S. 117 JOSEPH H. WADE,MS Core,Gen Ed,325,12,27.1,11.0,35.0,Math,MS Math Core,10.9
09X117,I.S. 117 JOSEPH H. WADE,MS Core,Gen Ed,55,2,27.5,27.0,28.0,Math,MS Math Other,10.9
09X117,I.S. 117 JOSEPH H. WADE,MS Core,Gen Ed,384,14,27.4,11.0,33.0,Science,MS Science Core,10.9
09X117,I.S. 117 JOSEPH H. WADE,MS Core,Gen Ed,406,14,29.0,22.0,33.0,Social Studies,MS Social Studies Core,10.9
09X117,I.S. 117 JOSEPH H. WADE,MS Core,ICT,143,5,28.6,20.0,33.0,English,MS English Core,10.9
09X117,I.S. 117 JOSEPH H. WADE,MS Core,ICT,143,5,28.6,20.0,33.0,Math,MS Math Core,10.9
09X117,I.S. 117 JOSEPH H. WADE,MS Core,ICT,80,3,26.7,20.0,30.0,Science,MS Science Core,10.9
09X117,I.S. 117 JOSEPH H. WADE,MS Core,ICT,80,3,26.7,20.0,30.0,Social Studies,MS Social Studies Core,10.9
09X117,I.S. 117 JOSEPH H. WADE,MS Core,SC,58,6,9.7,5.0,12.0,English,MS English Core,10.9
09X117,I.S. 117 JOSEPH H. WADE,MS Core,SC,66,7,9.4,5.0,12.0,Math,MS Math Core,10.9
09X117,I.S. 117 JOSEPH H. WADE,MS Core,SC,68,7,9.7,5.0,12.0,Science,MS Science Core,10.9
09X117,I.S. 117 JOSEPH H. WADE,MS Core,SC,68,7,9.7,2.0,22.0,Social Studies,MS Social Studies Core,10.9
09X128,MOTT HALL III,MS Core,Accelerated,28,1,28.0,28.0,28.0,Math,MS Integrated Algebra,16.2
09X128,MOTT HALL III,MS Core,Accelerated,28,1,28.0,28.0,28.0,Science,MS Science Other,16.2
09X128,MOTT HALL III,MS Core,Gen Ed,260,9,28.9,27.0,30.0,English,MS English Core,16.2
09X128,MOTT HALL III,MS Core,Gen Ed,232,7,33.1,27.0,60.0,Math,MS Math Core,16.2
09X128,MOTT HALL III,MS Core,Gen Ed,232,8,29.0,27.0,30.0,Science,MS Science Core,16.2
09X128,MOTT HALL III,MS Core,Gen Ed,260,9,28.9,27.0,30.0,Social Studies,MS Social Studies Core,16.2
09X128,MOTT HALL III,MS Core,ICT,79,3,26.3,24.0,31.0,English,MS English Core,16.2
09X128,MOTT HALL III,MS Core,ICT,79,3,26.3,24.0,31.0,Math,MS Math Core,16.2
09X128,MOTT HALL III,MS Core,ICT,79,3,26.3,24.0,31.0,Science,MS Science Core,16.2
09X128,MOTT HALL III,MS Core,ICT,79,3,26.3,24.0,31.0,Social Studies,MS Social Studies Core,16.2
09X128,MOTT HALL III,MS Core,SC,21,2,10.5,4.0,17.0,English,MS English Core,16.2
09X128,MOTT HALL III,MS Core,SC,21,2,10.5,4.0,17.0,Math,MS Math Core,16.2
09X128,MOTT HALL III,MS Core,SC,21,2,10.5,4.0,17.0,Science,MS Science Core,16.2
09X128,MOTT HALL III,MS Core,SC,21,2,10.5,4.0,17.0,Social Studies,MS Social Studies Core,16.2
09X145,J.H.S. 145 ARTURO TOSCANINI,MS Core,Gen Ed,348,14,24.9,18.0,29.0,English,MS English Core,9.7
09X145,J.H.S. 145 ARTURO TOSCANINI,MS Core,Gen Ed,89,4,22.3,19.0,28.0,English,MS English Other,9.7
09X145,J.H.S. 145 ARTURO TOSCANINI,MS Core,Gen Ed,194,8,24.3,18.0,29.0,Math,MS Math Core,9.7
09X145,J.H.S. 145 ARTURO TOSCANINI,MS Core,Gen Ed,144,7,20.6,12.0,28.0,Math,MS Math Other,9.7
09X145,J.H.S. 145 ARTURO TOSCANINI,MS Core,Gen Ed,174,7,24.9,18.0,29.0,Science,MS Science Core,9.7
09X145,J.H.S. 145 ARTURO TOSCANINI,MS Core,Gen Ed,173,7,24.7,18.0,29.0,Social Studies,MS Social Studies Core,9.7
09X145,J.H.S. 145 ARTURO TOSCANINI,MS Core,ICT,128,6,21.3,19.0,25.0,English,MS English Core,9.7
09X145,J.H.S. 145 ARTURO TOSCANINI,MS Core,ICT,44,2,22.0,19.0,25.0,Math,MS Math Core,9.7
09X145,J.H.S. 145 ARTURO TOSCANINI,MS Core,ICT,64,3,21.3,19.0,25.0,Science,MS Science Core,9.7
09X145,J.H.S. 145 ARTURO TOSCANINI,MS Core,ICT,64,3,21.3,19.0,25.0,Social Studies,MS Social Studies Core,9.7
09X145,J.H.S. 145 ARTURO TOSCANINI,MS Core,SC,72,6,12.0,12.0,12.0,English,MS English Core,9.7
09X145,J.H.S. 145 ARTURO TOSCANINI,MS Core,SC,12,1,12.0,12.0,12.0,English,MS English Other,9.7
09X145,J.H.S. 145 ARTURO TOSCANINI,MS Core,SC,36,3,12.0,12.0,12.0,Math,MS Math Core,9.7
09X145,J.H.S. 145 ARTURO TOSCANINI,MS Core,SC,12,1,12.0,12.0,12.0,Math,MS Math Other,9.7
09X145,J.H.S. 145 ARTURO TOSCANINI,MS Core,SC,36,3,12.0,12.0,12.0,Science,MS Science Core,9.7
09X145,J.H.S. 145 ARTURO TOSCANINI,MS Core,SC,36,3,12.0,12.0,12.0,Social Studies,MS Social Studies Core,9.7
09X215,KAPPA,MS Core,Accelerated,29,1,29.0,29.0,29.0,Math,MS Integrated Algebra,13.2
09X215,KAPPA,MS Core,Accelerated,57,2,28.5,28.0,29.0,Science,MS Science Other,13.2
09X215,KAPPA,MS Core,Gen Ed,212,8,26.5,24.0,29.0,English,MS English Core,13.2
09X215,KAPPA,MS Core,Gen Ed,53,3,17.7,13.0,24.0,English,MS English Other,13.2
09X215,KAPPA,MS Core,Gen Ed,183,7,26.1,24.0,28.0,Math,MS Math Core,13.2
09X215,KAPPA,MS Core,Gen Ed,243,10,24.3,11.0,29.0,Math,MS Math Other,13.2
09X215,KAPPA,MS Core,Gen Ed,155,5,31.0,24.0,53.0,Science,MS Science Core,13.2
09X215,KAPPA,MS Core,Gen Ed,186,7,26.6,11.0,53.0,Science,MS Science Other,13.2
09X215,KAPPA,MS Core,Gen Ed,212,8,26.5,24.0,29.0,Social Studies,MS Social Studies Core,13.2
09X215,KAPPA,MS Core,ICT,20,1,20.0,20.0,20.0,English,MS English Core,13.2
09X215,KAPPA,MS Core,ICT,20,1,20.0,20.0,20.0,Math,MS Math Core,13.2
09X215,KAPPA,MS Core,ICT,20,1,20.0,20.0,20.0,Science,MS Science Core,13.2
09X215,KAPPA,MS Core,ICT,20,1,20.0,20.0,20.0,Social Studies,MS Social Studies Core,13.2
09X215,KAPPA,MS Core,SC,22,3,7.3,5.0,11.0,English,MS English Core,13.2
09X215,KAPPA,MS Core,SC,22,3,7.3,5.0,11.0,Math,MS Math Core,13.2
09X215,KAPPA,MS Core,SC,22,3,7.3,5.0,11.0,Science,MS Science Core,13.2
09X215,KAPPA,MS Core,SC,22,3,7.3,5.0,11.0,Social Studies,MS Social Studies Core,13.2
09X218,P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,MS Core,Accelerated,55,2,27.5,27.0,28.0,Math,MS Integrated Algebra,14.6
