DBN,School Name,Grade Level,Program Type,Number of Students,Number of Classes,Average Class Size,Minimum Class Size,Maximum Class Size,Department,Subject,School Pupil-Teacher Ratio
08X376,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,HS Core,ICT,58,2,29.0,25.0,33.0,Math,HS Math Other,11.8
08X376,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,HS Core,ICT,29,1,29.0,29.0,29.0,Science,HS Earth Science,11.8
08X376,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,HS Core,ICT,94,3,31.3,28.0,34.0,Science,HS Living Environment,11.8
08X376,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,HS Core,ICT,98,3,32.7,30.0,34.0,Social Studies,HS Global History,11.8
08X376,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,HS Core,ICT,27,1,27.0,27.0,27.0,Social Studies,HS US History,11.8
08X376,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,MS Core,Gen Ed,69,3,23.0,16.0,31.0,English,MS English Core,11.8
08X376,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,MS Core,Gen Ed,91,4,22.8,16.0,31.0,Math,MS Math Core,11.8
08X376,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,MS Core,Gen Ed,183,8,22.9,11.0,31.0,Math,MS Math Other,11.8
08X376,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,MS Core,Gen Ed,91,4,22.8,16.0,31.0,Science,MS Science Core,11.8
08X376,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,MS Core,Gen Ed,91,4,22.8,16.0,31.0,Social Studies,MS Social Studies Core,11.8
08X376,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,MS Core,ICT,102,4,25.5,21.0,30.0,English,MS English Core,11.8
08X376,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,MS Core,ICT,81,3,27.0,25.0,30.0,Math,MS Math Core,11.8
08X376,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,MS Core,ICT,81,3,27.0,25.0,30.0,Science,MS Science Core,11.8
08X376,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,MS Core,ICT,81,3,27.0,25.0,30.0,Social Studies,MS Social Studies Core,11.8
08X376,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,MS Core,SC,6,2,3.0,3.0,3.0,English,MS English Core,11.8
08X376,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,MS Core,SC,6,1,6.0,6.0,6.0,Math,MS Math Core,11.8
08X376,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,MS Core,SC,6,1,6.0,6.0,6.0,Science,MS Science Core,11.8
08X376,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,MS Core,SC,6,1,6.0,6.0,6.0,Social Studies,MS Social Studies Core,11.8
08X377,BRONX COMMUNITY HIGH SCHOOL,HS Core,Gen Ed,49,2,24.5,15.0,34.0,English,HS English 10,11.3
08X377,BRONX COMMUNITY HIGH SCHOOL,HS Core,Gen Ed,50,2,25.0,18.0,32.0,English,HS English 11,11.3
08X377,BRONX COMMUNITY HIGH SCHOOL,HS Core,Gen Ed,66,2,33.0,32.0,34.0,English,HS English 12,11.3
08X377,BRONX COMMUNITY HIGH SCHOOL,HS Core,Gen Ed,7,1,7.0,7.0,7.0,English,HS English Other,11.3
08X377,BRONX COMMUNITY HIGH SCHOOL,HS Core,Gen Ed,63,2,31.5,30.0,33.0,Math,HS Geometry,11.3
08X377,BRONX COMMUNITY HIGH SCHOOL,HS Core,Gen Ed,68,3,22.7,8.0,32.0,Math,HS Math Other,11.3
08X377,BRONX COMMUNITY HIGH SCHOOL,HS Core,Gen Ed,58,3,19.3,7.0,34.0,Science,HS Chemistry,11.3
08X377,BRONX COMMUNITY HIGH SCHOOL,HS Core,Gen Ed,26,1,26.0,26.0,26.0,Science,HS Earth Science,11.3
08X377,BRONX COMMUNITY HIGH SCHOOL,HS Core,Gen Ed,54,3,18.0,7.0,26.0,Science,HS Other Life Science,11.3
08X377,BRONX COMMUNITY HIGH SCHOOL,HS Core,Gen Ed,43,2,21.5,15.0,28.0,Social Studies,HS Global History,11.3
08X377,BRONX COMMUNITY HIGH SCHOOL,HS Core,Gen Ed,40,2,20.0,17.0,23.0,Social Studies,HS US History,11.3
08X377,BRONX COMMUNITY HIGH SCHOOL,HS Core,ICT,36,1,36.0,36.0,36.0,Math,HS Math Other,11.3
08X377,BRONX COMMUNITY HIGH SCHOOL,HS Core,ICT,31,1,31.0,31.0,31.0,Social Studies,HS Global History,11.3
08X377,BRONX COMMUNITY HIGH SCHOOL,HS Core,ICT,28,1,28.0,28.0,28.0,Social Studies,HS US History,11.3
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,Gen Ed,148,6,24.7,18.0,31.0,English,HS English 09,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,Gen Ed,188,7,26.9,16.0,33.0,English,HS English 10,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,Gen Ed,141,5,28.2,18.0,31.0,English,HS English 11,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,Gen Ed,145,5,29.0,20.0,32.0,English,HS English 12,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,Gen Ed,48,4,12.0,8.0,17.0,English,HS English Other,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,Gen Ed,282,12,23.5,10.0,31.0,Math,HS Algebra I,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,Gen Ed,67,4,16.8,10.0,27.0,Math,HS Algebra II,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,Gen Ed,138,7,19.7,8.0,33.0,Math,HS Geometry,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,Gen Ed,77,5,15.4,8.0,23.0,Math,HS Math Other,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,Gen Ed,32,1,32.0,32.0,32.0,Math,HS Pre-calculus,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,Gen Ed,102,4,25.5,18.0,33.0,Math,HS Statistics,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,Gen Ed,36,1,36.0,36.0,36.0,Math,HS Technology,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,Gen Ed,81,3,27.0,24.0,29.0,Science,HS Chemistry,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,Gen Ed,133,5,26.6,24.0,31.0,Science,HS Earth Science,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,Gen Ed,300,12,25.0,12.0,30.0,Science,HS Living Environment,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,Gen Ed,84,4,21.0,13.0,26.0,Science,HS Other Life Science,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,Gen Ed,119,4,29.8,28.0,34.0,Science,HS Other Science,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,Gen Ed,12,1,12.0,12.0,12.0,Science,HS Physics,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,Gen Ed,202,8,25.3,7.0,34.0,Social Studies,HS Global History,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,Gen Ed,145,6,24.2,15.0,30.0,Social Studies,HS Government & Econ,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,Gen Ed,154,8,19.3,11.0,33.0,Social Studies,HS Social Studies Other,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,Gen Ed,307,11,27.9,23.0,33.0,Social Studies,HS US History,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,ICT,54,2,27.0,23.0,31.0,English,HS English 09,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,ICT,30,1,30.0,30.0,30.0,English,HS English 10,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,ICT,32,1,32.0,32.0,32.0,English,HS English 11,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,ICT,33,1,33.0,33.0,33.0,English,HS English 12,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,ICT,57,2,28.5,27.0,30.0,Math,HS Algebra I,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,ICT,29,1,29.0,29.0,29.0,Math,HS Geometry,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,ICT,18,1,18.0,18.0,18.0,Math,HS Statistics,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,ICT,34,1,34.0,34.0,34.0,Science,HS Earth Science,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,ICT,58,2,29.0,28.0,30.0,Science,HS Living Environment,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,ICT,34,1,34.0,34.0,34.0,Social Studies,HS Global History,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,ICT,32,1,32.0,32.0,32.0,Social Studies,HS Government & Econ,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,ICT,30,1,30.0,30.0,30.0,Social Studies,HS US History,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,SC,15,1,15.0,15.0,15.0,English,HS English 09,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,SC,26,2,13.0,12.0,14.0,English,HS English 10,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,SC,11,1,11.0,11.0,11.0,English,HS English 11,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,SC,5,1,5.0,5.0,5.0,English,HS English 12,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,SC,33,2,16.5,14.0,19.0,English,HS English Other,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,SC,56,4,14.0,12.0,15.0,Math,HS Algebra I,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,SC,33,2,16.5,14.0,19.0,Math,HS Math Other,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,SC,51,4,12.8,10.0,14.0,Science,HS Living Environment,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,SC,33,2,16.5,14.0,19.0,Science,HS Other Science,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,SC,38,4,9.5,3.0,14.0,Social Studies,HS Global History,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,SC,5,1,5.0,5.0,5.0,Social Studies,HS Government & Econ,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,SC,19,1,19.0,19.0,19.0,Social Studies,HS Social Studies Other,12.1
08X405,HERBERT H. LEHMAN HIGH SCHOOL,HS Core,SC,12,1,12.0,12.0,12.0,Social Studies,HS US History,12.1
08X424,THE HUNTS POINT SCHOOL,MS Core,Accelerated,13,1,13.0,13.0,13.0,Math,MS Integrated Algebra,8.5
08X424,THE HUNTS POINT SCHOOL,MS Core,Gen Ed,152,6,25.3,17.0,31.0,English,MS English Core,8.5
08X424,THE HUNTS POINT SCHOOL,MS Core,Gen Ed,88,4,22.0,8.0,37.0,English,MS English Other,8.5
08X424,THE HUNTS POINT SCHOOL,MS Core,Gen Ed,139,6,23.2,17.0,29.0,Math,MS Math Core,8.5
08X424,THE HUNTS POINT SCHOOL,MS Core,Gen Ed,8,1,8.0,8.0,8.0,Math,MS Math Other,8.5
08X424,THE HUNTS POINT SCHOOL,MS Core,Gen Ed,152,6,25.3,17.0,31.0,Science,MS Science Core,8.5
08X424,THE HUNTS POINT SCHOOL,MS Core,Gen Ed,152,6,25.3,17.0,31.0,Social Studies,MS Social Studies Core,8.5
08X424,THE HUNTS POINT SCHOOL,MS Core,ICT,89,4,22.3,14.0,27.0,English,MS English Core,8.5
08X424,THE HUNTS POINT SCHOOL,MS Core,ICT,89,4,22.3,14.0,27.0,Math,MS Math Core,8.5
08X424,THE HUNTS POINT SCHOOL,MS Core,ICT,89,4,22.3,14.0,27.0,Science,MS Science Core,8.5
08X424,THE HUNTS POINT SCHOOL,MS Core,ICT,89,4,22.3,14.0,27.0,Social Studies,MS Social Studies Core,8.5
08X424,THE HUNTS POINT SCHOOL,MS Core,SC,49,5,9.8,8.0,11.0,English,MS English Core,8.5
08X424,THE HUNTS POINT SCHOOL,MS Core,SC,49,5,9.8,8.0,11.0,Math,MS Math Core,8.5
08X424,THE HUNTS POINT SCHOOL,MS Core,SC,49,5,9.8,8.0,11.0,Science,MS Science Core,8.5
08X424,THE HUNTS POINT SCHOOL,MS Core,SC,49,5,9.8,8.0,11.0,Social Studies,MS Social Studies Core,8.5
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,Gen Ed,174,7,24.9,11.0,29.0,English,HS English 09,10.1
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,Gen Ed,35,2,17.5,16.0,19.0,English,HS English 10,10.1
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,Gen Ed,123,6,20.5,12.0,31.0,English,HS English 11,10.1
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,Gen Ed,61,3,20.3,17.0,24.0,English,HS English 12,10.1
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,Gen Ed,306,16,19.1,7.0,36.0,English,HS English Other,10.1
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,Gen Ed,116,4,29.0,27.0,31.0,Math,HS Algebra I,10.1
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,Gen Ed,12,1,12.0,12.0,12.0,Math,HS Algebra II,10.1
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,Gen Ed,62,3,20.7,10.0,30.0,Math,HS Geometry,10.1
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,Gen Ed,78,5,15.6,13.0,18.0,Math,HS Statistics,10.1
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,Gen Ed,22,2,11.0,9.0,13.0,Science,HS Chemistry,10.1
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,Gen Ed,60,3,20.0,10.0,28.0,Science,HS Earth Science,10.1
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,Gen Ed,92,5,18.4,11.0,25.0,Science,HS Living Environment,10.1
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,Gen Ed,41,4,10.3,8.0,13.0,Science,HS Other Life Science,10.1
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,Gen Ed,62,5,12.4,9.0,16.0,Science,HS Other Science,10.1
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,Gen Ed,163,8,20.4,15.0,25.0,Social Studies,HS Global History,10.1
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,Gen Ed,59,3,19.7,16.0,24.0,Social Studies,HS Government & Econ,10.1
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,Gen Ed,91,5,18.2,11.0,34.0,Social Studies,HS Social Studies Other,10.1
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,Gen Ed,25,1,25.0,25.0,25.0,Social Studies,HS US History,10.1
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,ICT,29,1,29.0,29.0,29.0,English,HS English 09,10.1
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,ICT,26,1,26.0,26.0,26.0,English,HS English 10,10.1
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,ICT,40,2,20.0,17.0,23.0,English,HS English 11,10.1
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,ICT,22,1,22.0,22.0,22.0,English,HS English 12,10.1
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,ICT,50,2,25.0,25.0,25.0,Math,HS Algebra I,10.1
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,ICT,19,1,19.0,19.0,19.0,Math,HS Geometry,10.1
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,ICT,71,3,23.7,18.0,31.0,Math,HS Statistics,10.1
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,ICT,17,1,17.0,17.0,17.0,Science,HS Earth Science,10.1
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,ICT,111,4,27.8,25.0,31.0,Science,HS Living Environment,10.1
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,ICT,104,4,26.0,16.0,32.0,Social Studies,HS Global History,10.1
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,ICT,17,1,17.0,17.0,17.0,Social Studies,HS Government & Econ,10.1
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,ICT,28,1,28.0,28.0,28.0,Social Studies,HS Social Studies Other,10.1
08X432,BRONX BRIDGES HIGH SCHOOL,HS Core,ICT,32,1,32.0,32.0,32.0,Social Studies,HS US History,10.1
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,MS Core,Accelerated,29,1,29.0,29.0,29.0,Math,MS Integrated Algebra,13.6
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,MS Core,Accelerated,30,1,30.0,30.0,30.0,Science,MS Science Other,13.6
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,MS Core,Gen Ed,233,7,33.3,26.0,57.0,English,MS English Core,13.6
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,MS Core,Gen Ed,199,7,28.4,26.0,31.0,Math,MS Math Core,13.6
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,MS Core,Gen Ed,203,7,29.0,26.0,31.0,Science,MS Science Core,13.6
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,MS Core,Gen Ed,233,7,33.3,27.0,55.0,Social Studies,MS Social Studies Core,13.6
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,MS Core,ICT,116,4,29.0,26.0,31.0,English,MS English Core,13.6
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,MS Core,ICT,121,4,30.3,28.0,31.0,Math,MS Math Core,13.6
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,MS Core,ICT,116,4,29.0,26.0,31.0,Science,MS Science Core,13.6
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,MS Core,ICT,116,4,29.0,26.0,31.0,Social Studies,MS Social Studies Core,13.6
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,MS Core,SC,27,2,13.5,13.0,14.0,English,MS English Core,13.6
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,MS Core,SC,27,2,13.5,13.0,14.0,Math,MS Math Core,13.6
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,MS Core,SC,27,2,13.5,13.0,14.0,Science,MS Science Core,13.6
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,MS Core,SC,27,2,13.5,13.0,14.0,Social Studies,MS Social Studies Core,13.6
08X452,BRONX GUILD,HS Core,Gen Ed,25,2,12.5,10.0,15.0,English,HS English 09,12.4
08X452,BRONX GUILD,HS Core,Gen Ed,44,2,22.0,18.0,26.0,English,HS English 10,12.4
08X452,BRONX GUILD,HS Core,Gen Ed,75,4,18.8,15.0,26.0,Math,HS Algebra I,12.4
08X452,BRONX GUILD,HS Core,Gen Ed,84,4,21.0,18.0,26.0,Science,HS Living Environment,12.4
08X452,BRONX GUILD,HS Core,Gen Ed,31,2,15.5,15.0,16.0,Science,HS Physics,12.4
08X452,BRONX GUILD,HS Core,Gen Ed,83,5,16.6,8.0,26.0,Social Studies,HS Global History,12.4
08X452,BRONX GUILD,HS Core,Gen Ed,58,3,19.3,18.0,21.0,Social Studies,HS Government & Econ,12.4
08X452,BRONX GUILD,HS Core,Gen Ed,8,1,8.0,8.0,8.0,Social Studies,HS Social Studies Other,12.4
08X452,BRONX GUILD,HS Core,ICT,30,2,15.0,14.0,16.0,English,HS English 09,12.4
08X452,BRONX GUILD,HS Core,ICT,40,2,20.0,18.0,22.0,English,HS English 10,12.4
08X452,BRONX GUILD,HS Core,ICT,74,3,24.7,23.0,27.0,English,HS English 11,12.4
08X452,BRONX GUILD,HS Core,ICT,62,3,20.7,17.0,24.0,English,HS English 12,12.4
08X452,BRONX GUILD,HS Core,ICT,64,4,16.0,10.0,22.0,Math,HS Algebra I,12.4
08X452,BRONX GUILD,HS Core,ICT,21,1,21.0,21.0,21.0,Math,HS Algebra II,12.4
08X452,BRONX GUILD,HS Core,ICT,109,5,21.8,17.0,26.0,Math,HS Geometry,12.4
08X452,BRONX GUILD,HS Core,ICT,12,1,12.0,12.0,12.0,Math,HS Technology,12.4
08X452,BRONX GUILD,HS Core,ICT,30,2,15.0,12.0,18.0,Science,HS Other Life Science,12.4
08X452,BRONX GUILD,HS Core,ICT,74,3,24.7,21.0,27.0,Science,HS Other Science,12.4
08X452,BRONX GUILD,HS Core,ICT,24,2,12.0,10.0,14.0,Science,HS Physics,12.4
08X452,BRONX GUILD,HS Core,ICT,64,4,16.0,10.0,22.0,Social Studies,HS Global History,12.4
08X452,BRONX GUILD,HS Core,ICT,75,3,25.0,24.0,26.0,Social Studies,HS US History,12.4
08X467,MOTT HALL COMMUNITY SCHOOL,MS Core,Accelerated,30,1,30.0,30.0,30.0,Math,MS Integrated Algebra,12.5
08X467,MOTT HALL COMMUNITY SCHOOL,MS Core,Accelerated,30,1,30.0,30.0,30.0,Science,MS Science Other,12.5
08X467,MOTT HALL COMMUNITY SCHOOL,MS Core,Gen Ed,241,10,24.1,11.0,31.0,English,MS English Core,12.5
08X467,MOTT HALL COMMUNITY SCHOOL,MS Core,Gen Ed,200,8,25.0,20.0,31.0,Math,MS Math Core,12.5
08X467,MOTT HALL COMMUNITY SCHOOL,MS Core,Gen Ed,222,10,22.2,10.0,31.0,Science,MS Science Core,12.5
08X467,MOTT HALL COMMUNITY SCHOOL,MS Core,Gen Ed,241,10,24.1,11.0,31.0,Social Studies,MS Social Studies Core,12.5
08X467,MOTT HALL COMMUNITY SCHOOL,MS Core,ICT,140,6,23.3,16.0,30.0,English,MS English Core,12.5
08X467,MOTT HALL COMMUNITY SCHOOL,MS Core,ICT,70,3,23.3,16.0,30.0,Math,MS Math Core,12.5
08X467,MOTT HALL COMMUNITY SCHOOL,MS Core,ICT,70,3,23.3,16.0,30.0,Science,MS Science Core,12.5
08X467,MOTT HALL COMMUNITY SCHOOL,MS Core,ICT,70,3,23.3,16.0,30.0,Social Studies,MS Social Studies Core,12.5
08X467,MOTT HALL COMMUNITY SCHOOL,MS Core,SC,9,1,9.0,9.0,9.0,English,MS English Core,12.5
08X467,MOTT HALL COMMUNITY SCHOOL,MS Core,SC,16,2,8.0,7.0,9.0,Math,MS Math Core,12.5
08X467,MOTT HALL COMMUNITY SCHOOL,MS Core,SC,9,1,9.0,9.0,9.0,Social Studies,MS Social Studies Core,12.5
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY- THE,HS Core,Gen Ed,31,2,15.5,7.0,24.0,English,HS English 09,10.1
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY- THE,HS Core,Gen Ed,44,2,22.0,16.0,28.0,English,HS English 10,10.1
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY- THE,HS Core,Gen Ed,24,1,24.0,24.0,24.0,English,HS English 11,10.1
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY- THE,HS Core,Gen Ed,19,1,19.0,19.0,19.0,English,HS English 12,10.1
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY- THE,HS Core,Gen Ed,51,3,17.0,13.0,21.0,English,HS English Other,10.1
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY- THE,HS Core,Gen Ed,83,5,16.6,10.0,23.0,Math,HS Algebra I,10.1
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY- THE,HS Core,Gen Ed,7,1,7.0,7.0,7.0,Math,HS Algebra II,10.1
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY- THE,HS Core,Gen Ed,30,2,15.0,11.0,19.0,Math,HS Geometry,10.1
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY- THE,HS Core,Gen Ed,44,2,22.0,14.0,30.0,Science,HS Chemistry,10.1
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY- THE,HS Core,Gen Ed,22,1,22.0,22.0,22.0,Science,HS Living Environment,10.1
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY- THE,HS Core,Gen Ed,55,3,18.3,14.0,24.0,Science,HS Other Science,10.1
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY- THE,HS Core,Gen Ed,76,4,19.0,9.0,30.0,Social Studies,HS Global History,10.1
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY- THE,HS Core,Gen Ed,123,6,20.5,7.0,30.0,Social Studies,HS Social Studies Other,10.1
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY- THE,HS Core,Gen Ed,66,3,22.0,10.0,31.0,Social Studies,HS US History,10.1
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY- THE,HS Core,ICT,14,1,14.0,14.0,14.0,English,HS English 09,10.1
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY- THE,HS Core,ICT,24,1,24.0,24.0,24.0,English,HS English 10,10.1
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY- THE,HS Core,ICT,35,1,35.0,35.0,35.0,English,HS English 11,10.1
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY- THE,HS Core,ICT,35,1,35.0,35.0,35.0,English,HS English 12,10.1
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY- THE,HS Core,ICT,84,3,28.0,22.0,37.0,Math,HS Algebra I,10.1
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY- THE,HS Core,ICT,32,1,32.0,32.0,32.0,Science,HS Chemistry,10.1
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY- THE,HS Core,ICT,44,1,44.0,44.0,44.0,Science,HS Living Environment,10.1
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY- THE,HS Core,ICT,75,3,25.0,12.0,34.0,Social Studies,HS Global History,10.1
